                                                 INSTNM    OPEID  REGION  SAT_AVG_ALL  PCTPELL  PCTFLOAN  ADM_RATE_ALL       UG  AVGFACSAL   COMPL_RPY_5YR_RT           DEBT_MDN  MEDIAN_HH_INC  \
654                                  Fordham University   272200       2       1273.0    0.200     0.527         0.476   6989.0    13305.0        0.880664653              21500       77653.15   
655                                    Houghton College   273400       2       1110.0    0.443     0.710         0.946   1409.0     5807.0        0.938016529              19853       59922.67   
656                                        Iona College   273700       2       1005.0    0.281     0.590         0.912   3422.0     9222.0        0.835164835              19500       78814.80   
657              Jewish Theological Seminary of America   274000       2       1363.0    0.000     0.321         0.519    180.0     8531.0  PrivacySuppressed            24120.5       85212.94   
658                                         LIM College   746600       2        962.0    0.314     0.646         0.906    285.0     5782.0        0.783050848            18862.5       78436.88   
659                                    Le Moyne College   274800       2       1073.0    0.307     0.695         0.618   2399.0     8786.0        0.830927835              19999       60497.51   
660                                        LIU Brooklyn   275116       2       1010.0    0.587     0.681         0.861   5554.0    10324.0        0.762141968              19215       50877.21   
661                                            LIU Post   275100       2       1010.0    0.186     0.299         0.861   6032.0    11121.0        0.762141968              19215       69416.15   
662                                   Manhattan College   275800       2       1097.0    0.292     0.614         0.668   2694.0    10059.0        0.916058394              21500       83053.51   
663                         Marymount Manhattan College   276900       2       1038.0    0.258     0.648         0.838   2497.0     8379.0        0.780555556            16734.5       77729.18   
664                                    Medaille College   277700       2        868.0    0.557     0.780         0.692   1496.0     5369.0        0.799457995              14250       56197.77   
665                                      Molloy College   277500       2       1067.0    0.310     0.686         0.755   2020.0    10339.0        0.817283951            23082.5       87964.15   
666                            Mount Saint Mary College   277800       2        982.0    0.347     0.724         0.896   1694.0     8506.0        0.826446281              20000       74923.28   
667                      College of Mount Saint Vincent   270300       2        906.0    0.467     0.826         0.861   1202.0     8389.0        0.776470588              25000       63240.60   
668                         The College of New Rochelle   270400       2        948.0    0.739     0.634         0.734   5191.0     8121.0         0.41838488              16000       41804.07   
669                                 New York University   278500       2       1360.0    0.218     0.378         0.321  18628.0    13803.0        0.868104982              20500       82106.43   
670                                  Niagara University   278800       2       1037.0    0.272     0.649         0.847   2473.0     8019.0        0.853233831            21051.5       60954.17   
671                    New York Institute of Technology   278200       2       1074.0    0.357     0.473         0.678   3052.0    11403.0        0.759930915            18900.5       72244.37   
672                                       Nyack College   279000       2        901.0    0.537     0.805         0.986   1786.0     6590.0        0.645669291              14750       61585.03   
673                            Pace University-New York   279100       2       1060.0    0.304     0.544         0.838   5755.0    11623.0         0.80110117              18500       74848.68   
674                                Pratt Institute-Main   279800       2       1085.0    0.232     0.472         0.574   1495.0    10119.0        0.855029586              23125       75295.69   
675                    Rensselaer Polytechnic Institute   280300       2       1368.0    0.160     0.572         0.419   5167.0    12406.0        0.970866715              27000       74851.88   
676                            Roberts Wesleyan College   280500       2       1067.0    0.394     0.716         0.663   1208.0     6537.0         0.81498829              18750       60753.22   
677                   Rochester Institute of Technology   280600       2       1251.0    0.295     0.612         0.573  11786.0     9719.0        0.875449102              24689       69175.72   
678                           St Bonaventure University   281700       2       1066.0    0.278     0.687         0.660   2202.0     6628.0  PrivacySuppressed              22500       64352.24   
679                                  St Francis College   282000       2        909.0    0.451     0.518         0.788   2304.0     9101.0        0.768768769              16000       53129.58   
680                          St. Thomas Aquinas College   283200       2        942.0    0.235     0.421         0.789   1949.0     8676.0        0.827906977              16750       86845.10   
681                                    Skidmore College   281400       2       1239.0    0.138     0.323         0.365   2451.0     9218.0               0.93              17950       78806.42   
682                       St. Joseph's College-New York   282500       2       1010.0    0.324     0.548         0.679   1300.0     8724.0        0.761339093              18500       81308.04   
683                           Saint John Fisher College   282100       2       1087.0    0.301     0.773         0.624   2175.0     8727.0        0.851041667            20364.5       63735.93   
684                       St John's University-New York   282300       2       1080.0    0.287     0.432         0.649  14229.0    12027.0         0.83042394              20500       69749.70   
685                SUNY College of Technology at Alfred   285400       2       1016.0    0.523     0.727         0.568   2735.0     5905.0         0.80733945              12000       55015.93   
686   SUNY College of Agriculture and Technology at ...   285600       2        882.0    0.537     0.684         0.734   2303.0     6567.0        0.784916201              11000       60485.06   
687                           Farmingdale State College   285800       2        994.0    0.299     0.316         0.440   5045.0     8243.0        0.720930233            11179.5       86057.23   
688                           Morrisville State College   285900       2        854.0    0.600     0.750         0.583   3033.0     5867.0         0.74501992              12000       55475.93   
689                                      SUNY at Albany   283500       2       1091.0    0.400     0.582         0.564  11780.0     9256.0        0.833098592              16250       70013.16   
690                                  SUNY at Binghamton   283600       2       1305.0    0.287     0.466         0.425   9858.0     9389.0        0.837850253              17250       71392.67   
691                               University at Buffalo   283700       2       1173.0    0.309     0.472         0.600  16683.0    10307.0        0.779105307              15000       63949.26   
692                              Stony Brook University   283800       2       1271.0    0.334     0.441         0.410  13257.0    11127.0        0.843159066              15634       76205.23   
693   SUNY College of Environmental Science and Fore...   285100       2       1215.0    0.271     0.569         0.519   1166.0     8479.0        0.902578797              16950       63414.84   
694                          SUNY Polytechnic Institute  1167800       2       1141.0    0.410     0.542         0.605   2190.0     9389.0        0.779816514              12000       53376.47   
695                           SUNY College at Brockport   284100       2       1032.0    0.398     0.683         0.527   6751.0     7406.0        0.745762712              15843       61824.20   
696                                  SUNY Buffalo State   284200       2        901.0    0.512     0.639         0.623   9386.0     7733.0        0.750548005              14250       55484.00   
697                                    SUNY at Fredonia   284400       2       1050.0    0.373     0.718         0.593   4743.0     7087.0        0.843195266              18750       60720.74   
698                             SUNY College at Geneseo   284500       2       1206.0    0.261     0.500         0.727   5197.0     7415.0        0.853333333              16750       69095.17   
699           State University of New York at New Paltz   284600       2       1124.0    0.315     0.535         0.415   6028.0     6971.0        0.817098809              16250       72171.58   
700                                        SUNY Oneonta   284700       2       1087.0    0.307     0.624         0.487   5341.0     6540.0        0.852795031              18750       67183.32   
701                              SUNY College at Oswego   284800       2       1103.0    0.395     0.686         0.510   6989.0     6886.0        0.819935691              17000       60525.69   
702                            SUNY at Purchase College   679100       2       1082.0    0.333     0.513         0.408   3940.0     7244.0        0.790668348              18250       76919.71   
703                        SUNY College at Old Westbury   710900       2        995.0    0.501     0.473         0.501   2995.0     8354.0        0.661721068              13000       73417.13   
704                         SUNY College at Plattsburgh   284900       2       1086.0    0.372     0.626         0.497   5377.0     7101.0        0.760065735              18000       61507.99   
705                               SUNY Maritime College   285300       2       1113.0    0.241     0.513         0.683    622.0     7096.0        0.913385827              21834       80060.60   
706                                 Syracuse University   288200       2       1195.0    0.252     0.535         0.483  12386.0    11202.0        0.911859549              27000       75289.41   
707               United States Merchant Marine Academy   289200       0       1220.0    0.067     0.071         0.217    885.0     9849.0  PrivacySuppressed               5500       76831.57   
708                                      Vassar College   289500       2       1405.0    0.237     0.352         0.257   2400.0    11395.0  PrivacySuppressed              15497       80899.18   
709                               School of Visual Arts   746800       2       1065.0    0.249     0.423         0.753   4972.0     4657.0        0.843042071              24250       78955.60   
710                                      Webb Institute   290000       2       1442.0    0.067     0.322         0.362     82.0     9295.0  PrivacySuppressed  PrivacySuppressed       77290.33   
711                                       Wells College   290100       2       1011.0    0.469     0.844         0.627    458.0     7079.0        0.785714286              20250       61992.22   
712                                  Yeshiva University   290300       2       1229.0    0.170     0.243         0.805   2744.0    12158.0        0.904564315              14000       78671.25   
713                        Appalachian State University   290600       5       1157.0    0.279     0.475         0.664  12112.0     7797.0        0.867132867              15751       61267.04   
714                                      Barton College   290800       5        959.0    0.476     0.778         0.418   1202.0     5891.0        0.790983607              18875       54814.93   
715                               Belmont Abbey College   291000       5       1021.0    0.419     0.716         0.679    886.0     4508.0        0.602076125              19500       63374.10   
716                 Cabarrus College of Health Sciences   647700       5        960.0    0.368     0.717         0.938    259.0     6211.0        0.871428571              15000       60990.75   
717                                 Campbell University   291300       5       1007.0    0.398     0.768         0.735   4594.0     8248.0        0.819793205              15250       56906.03   
718                                     Catawba College   291400       5        990.0    0.441     0.732         0.318   1323.0     6579.0        0.758333333              15250       60564.51   
719                                   Chowan University   291600       5        773.0    0.729     0.953         0.618    739.0     6517.0        0.697183099               9500       53634.23   
720                                    Davidson College   291800       5       1355.0    0.146     0.222         0.221   1679.0    12080.0  PrivacySuppressed              15000       76036.21   
721                                     Duke University   292000       5       1450.0    0.136     0.406         0.114   6325.0    15140.0        0.939156035               7500       78468.48   
722                            East Carolina University   292300       5       1053.0    0.343     0.565         0.690  15018.0     8008.0        0.796815507              17901       57608.05   
723                     Elizabeth City State University   292600       5        844.0    0.711     0.770         0.700   2022.0     7548.0         0.34082397              20421       47337.89   
724                                     Elon University   292700       5       1211.0    0.083     0.313         0.572   3900.0     9012.0        0.941634241              20500       81102.40   
725                       Fayetteville State University   292800       5        870.0    0.597     0.669         0.604   3706.0     8040.0         0.45018797              16923       49808.38   
726                             Gardner-Webb University   292900       5        977.0    0.235     0.400         0.527   2474.0     6671.0        0.711956522              17495       54757.84   
727                                  Greensboro College   293000       5        892.0    0.431     0.703         0.753    973.0     5914.0         0.74904943              14375       63893.94   
728                               High Point University   293300       5       1113.0    0.109     0.443         0.725   2623.0     7117.0        0.730713246              19495       63207.13   
729                              John Wesley University   293500       5        894.0    0.651     0.812         0.769    154.0     3993.0  PrivacySuppressed              16157       56922.00   
730                          Johnson C Smith University   293600       5        796.0    0.703     0.831         0.456   1576.0     6239.0        0.350515464              20000       57295.75   
731                             Lenoir-Rhyne University   294100       5        990.0    0.426     0.670         0.844   1384.0     6922.0        0.886986301              17750       58700.84   
732                                 Livingstone College   294200       5        708.0    0.846     0.940         0.713    917.0     5392.0        0.242718447              14250       55022.91   
733                                Mars Hill University   294400       5        912.0    0.608     0.842         0.610   1219.0     5163.0        0.758503401              14250       56558.51   
734                                    Meredith College   294500       5       1036.0    0.319     0.666         0.600   2432.0     6838.0        0.774468085              19000       66301.42   
735                                Methodist University   294600       5        955.0    0.411     0.593         0.559   2134.0     6992.0        0.758208955              10000       58239.21   
736                                    Montreat College   294800       5        960.0    0.429     0.682         0.544   1064.0     4724.0        0.677740864              18750       61225.90   
737                           University of Mount Olive   294900       5        909.0    0.504     0.705         0.505   1713.0     6322.0        0.680962343            18216.5       51727.18   
738               North Carolina A & T State University   290500       5        910.0    0.611     0.801         0.605   6850.0     8808.0        0.502487562              21500       56398.61   
739           University of North Carolina at Asheville   290700       5       1159.0    0.345     0.463         0.785   3245.0     7805.0        0.691927512            13283.5       56376.64   
740         University of North Carolina at Chapel Hill   297400       5       1343.0    0.219     0.320         0.305  15608.0    11809.0        0.902667984              15000       66893.88   
741           University of North Carolina at Charlotte   297500       5       1093.0    0.405     0.577         0.633  14388.0     8771.0        0.803095975              15999       65762.02   
742          University of North Carolina at Greensboro   297600       5       1035.0    0.447     0.582         0.586  10109.0     8150.0        0.745775441              15000       60658.11   
743                   North Carolina Central University   295000       5        879.0    0.657     0.811         0.659   4057.0     7737.0         0.34945055            24239.5       57501.19   
744     University of North Carolina School of the Arts   398100       5       1108.0    0.304     0.602         0.344    692.0     7051.0        0.659793814              20250       68862.71   
745          North Carolina State University at Raleigh   297200       5       1264.0    0.218     0.410         0.504  21990.0    10241.0          0.8863831              18167       64180.75   
746                     North Carolina Wesleyan College   295100       5        878.0    0.607     0.775         0.554   1996.0     5849.0        0.594132029              14076       57249.10   
747             University of North Carolina Wilmington   298400       5       1162.0    0.290     0.499         0.610   9343.0     8013.0        0.732459848              16500       62176.12   
748                            William Peace University   295300       5        868.0    0.625     0.846         0.502    603.0     5710.0        0.768292683              13608       63605.30   
749            University of North Carolina at Pembroke   295400       5        926.0    0.546     0.662         0.744   3076.0     6746.0        0.624472574              12000       49520.51   
750                                 Pfeiffer University   295500       5        931.0    0.459     0.727         0.465    985.0     6098.0        0.747404844              15549       62403.22   
751                   Piedmont International University   295600       5        898.0    0.526     0.463         0.242    281.0     3424.0  PrivacySuppressed               8333       55018.33   
752                      Queens University of Charlotte   295700       5       1064.0    0.320     0.599         0.671   1156.0     8087.0        0.777573529              18750       69597.25   
753                   Mid-Atlantic Christian University  2280900       5        947.0    0.638     0.760         0.420    159.0     5162.0  PrivacySuppressed            12538.5       56960.20   
754                        Saint Augustine's University   296800       5        741.0    0.844     0.918         0.577   1465.0     5137.0        0.451456311              19000       57856.71   
755                                       Salem College   296000       5       1119.0    0.576     0.804         0.622    898.0     6137.0        0.666666667              20000       59058.00   
756                               St Andrews University   154001       5        902.0    0.412     0.695         0.552    644.0     5154.0                0.6              10250       64861.88   
757                               Warren Wilson College   297900       5       1120.0    0.401     0.595         0.838    728.0     6178.0        0.862433862              12669       70885.71   
758                                  Wingate University   298500       5       1040.0    0.366     0.779         0.698   1179.0     7389.0        0.824404762              15500       65044.99   
759                      Winston-Salem State University   298600       5        870.0    0.585     0.711         0.585   2844.0     8052.0        0.512993263              15750       54716.68   
760                         Western Carolina University   298100       5       1032.0    0.385     0.575         0.403   5611.0     7568.0        0.752982456              15000       56230.92   
761                          Dickinson State University   298900       4        951.0    0.249     0.414         0.931   2012.0     6633.0        0.919117647               9562       46555.21   
762                             University of Jamestown   299000       4       1044.0    0.255     0.640         0.650   1161.0     6693.0        0.939698493              15762       51493.83   
763                                  University of Mary   299200       4       1066.0    0.216     0.613         0.957   2006.0     6487.0        0.920415225              16259       50623.12   
764                              Minot State University   299400       4        999.0    0.204     0.361         0.568   2907.0     6739.0        0.908883827              12000       47057.03   
765                          University of North Dakota   300500       4       1088.0    0.201     0.500         0.819   9122.0     6833.0        0.921704658              17144       56722.24   
766           North Dakota State University-Main Campus   299700       4       1091.0    0.204     0.532         0.936   8973.0     8872.0        0.943314582              15000       55831.54   
767           Trinity Bible College and Graduate School  1205900       4        926.0    0.568     0.846         0.424    332.0     3978.0        0.714285714              14000       50788.22   
768                        Valley City State University   300800       4        961.0    0.250     0.460         0.864   1090.0     5952.0        0.914772727              11750       48927.68   
769                     University of Akron Main Campus   312300       3       1049.0    0.373     0.578         0.966  17394.0     8967.0        0.768365321              15000       58778.75   
770                           Art Academy of Cincinnati   301100       3        963.0    0.524     0.806         0.230    238.0     5038.0        0.666666667              20000       69050.69   
771                                  Ashland University   301200       3       1045.0    0.215     0.515         0.767   2819.0     6899.0  PrivacySuppressed              19500       64491.65   
772      Aultman College of Nursing and Health Sciences   648700       3       1070.0    0.522     0.743         0.867     93.0     6115.0        0.813793103              16000       56996.46   
773                                 Bluffton University   301600       3        972.0    0.369     0.756         0.536    999.0     5867.0        0.869415808              21000       59827.57   
774          Bowling Green State University-Main Campus   301800       3       1012.0    0.324     0.654         0.727  15494.0     8419.0        0.744779582              17867       63749.73   
775                                  Capital University   302300       3       1133.0    0.299     0.698         0.719   2740.0     8235.0        0.838028169              20461       64246.32   
776                     Case Western Reserve University   302400       3       1398.0    0.175     0.498         0.363   3434.0    10734.0        0.911832947              21500       69873.40   
777                               Cedarville University   302500       3       1169.0    0.206     0.493         0.742   2847.0     7182.0        0.947289157              18500       67472.37   
778                            Central State University   302600       3        777.0    0.733     0.795         0.395   1075.0     6534.0        0.373873874            17174.5       48898.06   
779   The Christ College of Nursing and Health Sciences   648900       3        970.0    0.406     0.718         0.542     99.0     6844.0  PrivacySuppressed              16750       61986.60   
780                     Cincinnati Christian University   302900       3       1005.0    0.468     0.717         0.952    641.0     5288.0        0.803680982              19500       61572.26   
781                University of Cincinnati-Main Campus   312500       3       1165.0    0.250     0.513         0.856  20039.0     9664.0         0.82169234              14750       64722.83   
782           University of Cincinnati-Clermont College   312501       3       1165.0    0.396     0.488         0.856   2185.0     7460.0         0.82169234              14750       64722.83   
783           University of Cincinnati-Blue Ash College   312502       3       1165.0    0.416     0.519         0.856   3668.0     7258.0         0.82169234              14750       64722.83   
784                          Cleveland Institute of Art   398200       3       1083.0    0.429     0.772         0.649    553.0     5606.0        0.837209302              27000       66493.97   
785                          Cleveland State University   303200       3       1028.0    0.425     0.610         0.641  10133.0     8933.0        0.710387745              14090       57782.89   
786                                University of Dayton   312700       3       1187.0    0.108     0.472         0.575   7138.0     8284.0         0.93627159              23250       75690.27   
787                                    Defiance College   304100       3        984.0    0.422     0.789         0.652    868.0     5731.0        0.813131313              14250       61079.24   
788                           The University of Findlay   304500       3       1047.0    0.180     0.489         0.759   3459.0     7159.0         0.83032491              18500       61890.40   
789   Good Samaritan College of Nursing and Health S...   649400       3        990.0    0.458     0.772         0.771    230.0     4806.0        0.753731343              19000       64113.85   
790                               Heidelberg University   304800       3       1033.0    0.437     0.932         0.789   1257.0     6406.0        0.841642229              18750       61648.40   
791                                       Hiram College   304900       3       1071.0    0.444     0.771         0.576   1199.0     5487.0        0.773841962              23000       63946.73   
792                             John Carroll University   305000       3       1127.0    0.227     0.640         0.820   3525.0     8077.0        0.872654156              21500       68368.11   
793                  Kent State University at Ashtabula   305105       3       1067.0    0.538     0.655         0.848   1233.0     6639.0        0.721351446              16812       59479.84   
794             Kent State University at East Liverpool   305106       3       1067.0    0.528     0.642         0.848    573.0     6471.0        0.721351446              16812       59479.84   
795                      Kent State University at Stark   305102       3       1067.0    0.510     0.664         0.848   2954.0     6930.0        0.721351446              16812       59479.84   
796                   Kent State University at Trumbull   305104       3       1067.0    0.578     0.682         0.848   2318.0     7359.0        0.721351446              16812       59479.84   
797                 Kent State University at Tuscarawas   305103       3       1067.0    0.444     0.554         0.848   1693.0     7012.0        0.721351446              16812       59479.84   
798                      Kent State University at Salem   305107       3       1067.0    0.486     0.626         0.848    954.0     7112.0        0.721351446              16812       59479.84   
799                       Kent State University at Kent   305100       3       1067.0    0.322     0.613         0.848  17580.0     8465.0        0.721351446              16812       59479.84   
800                     Kent State University at Geauga   305101       3       1067.0    0.394     0.557         0.848    617.0     6365.0        0.721351446              16812       59479.84   
801                                      Kenyon College   306500       3       1335.0    0.096     0.284         0.256   1599.0     8573.0  PrivacySuppressed              16500       77995.25   
802                                   Lake Erie College   306600       3        989.0    0.337     0.635         0.563    560.0     6576.0               0.76              18750       63624.40   
803                                  Lourdes University   306900       3        983.0    0.497     0.711         0.692   1312.0     6142.0        0.666666667            22769.5       59351.80   
804                                   Malone University   307200       3       1029.0    0.382     0.711         0.688   1945.0     6281.0        0.842560554            18914.5       58701.03   
805                                    Marietta College   307300       3       1100.0    0.288     0.656         0.720   1187.0     6709.0         0.84496124              19500       58715.65   
806                           Miami University-Hamilton   307702       3       1259.0    0.429     0.554         0.655   2181.0     6928.0        0.839406208              16630       72182.76   
807                         Miami University-Middletown   307701       3       1259.0    0.410     0.516         0.655   1988.0     6991.0        0.839406208              16630       72182.76   
808                             Miami University-Oxford   307700       3       1259.0    0.123     0.380         0.655  14957.0     8861.0        0.839406208              16630       72182.76   
809                     Mount Carmel College of Nursing  3071900       3        990.0    0.267     0.590         0.817    295.0     7674.0               0.92              19500       68565.22   
810                           University of Mount Union   308300       3       1078.0    0.322     0.749         0.750   2334.0     7626.0        0.870175439              23705       61044.98   
811                    Mount Vernon Nazarene University   708500       3       1047.0    0.415     0.731         0.776   1889.0     6110.0        0.817901235              19500       60597.42   
812                                Muskingum University   308400       3        984.0    0.391     0.653         0.739   1614.0     7763.0        0.889261745              16976       57566.05   
813                                  Notre Dame College   308500       3        899.0    0.302     0.602         0.913    215.0     5373.0        0.746376812              14668       60228.48   
814                                     Oberlin College   308600       3       1357.0    0.096     0.346         0.288   2905.0    10558.0        0.903114187              24000       76190.10   
815                           Ohio Dominican University   303500       3       1009.0    0.336     0.569         0.809   2085.0     7091.0        0.714285714              21500       65362.52   
816                            Ohio Northern University   308900       3       1158.0    0.211     0.687         0.690   2308.0     8235.0        0.928331467              26000       63536.16   
817                   Ohio State University-Lima Campus   309001       3       1295.0    0.381     0.588         0.494   1120.0     8847.0        0.796381544              16000       65208.79   
818              Ohio State University-Mansfield Campus   309002       3       1295.0    0.449     0.591         0.494   1445.0     8125.0        0.796381544              16000       65208.79   
819                 Ohio State University-Marion Campus   309003       3       1295.0    0.428     0.523         0.494   1159.0     8153.0        0.796381544              16000       65208.79   
820                 Ohio State University-Newark Campus   309004       3       1295.0    0.382     0.563         0.494   1872.0     8817.0        0.796381544              16000       65208.79   
821                   Ohio State University-Main Campus   309000       3       1295.0    0.214     0.428         0.494  35749.0    11739.0        0.796381544              16000       65208.79   
822                      Ohio University-Eastern Campus   310006       3       1108.0    0.290     0.352         0.744    931.0     7955.0        0.760608487              13292       59563.35   
823                  Ohio University-Chillicothe Campus   310005       3       1108.0    0.608     0.678         0.744   1638.0     7077.0        0.760608487              13292       59563.35   
824                     Ohio University-Southern Campus   310004       3       1108.0    0.530     0.580         0.744   1933.0     7033.0        0.760608487              13292       59563.35   
825                    Ohio University-Lancaster Campus   310003       3       1108.0    0.483     0.571         0.744   1409.0     7699.0        0.760608487              13292       59563.35   
826                         Ohio University-Main Campus   310000       3       1108.0    0.264     0.573         0.744  16712.0     8790.0        0.760608487              13292       59563.35   
827                   Ohio University-Zanesville Campus   310002       3       1108.0    0.425     0.469         0.744   1347.0     7660.0        0.760608487              13292       59563.35   
828                                Otterbein University   311000       3       1120.0    0.196     0.695         0.753   2511.0     7406.0        0.853314528              23000       67882.00   
829               Franciscan University of Steubenville   303600       3       1165.0    0.226     0.727         0.789   1701.0     7553.0        0.896988907              19500       66586.04   
830                                University of Toledo   313100       3       1069.0    0.336     0.532         0.932  15950.0     8541.0        0.756574511              13707       60626.38   
831                                   Urbana University   313300       3        965.0    0.206     0.311         0.913   1310.0     5221.0        0.725868726              18979       58418.76   
832                                    Ursuline College   313400       3       1007.0    0.432     0.850         0.880   1016.0     5844.0        0.697674419              24371       60856.87   
833                              Wilberforce University   314100       3        762.0    0.670     0.791         0.551    925.0     4636.0        0.508982036            11625.5       51716.09   
834                                  Wilmington College   314200       3        966.0    0.434     0.822         0.929   1930.0     5859.0        0.828633406              18000       60793.02   
835                              The College of Wooster   303700       3       1237.0    0.192     0.507         0.553   1837.0     8310.0         0.88372093              22250       69911.54   
836                 Wright State University-Main Campus   307800       3       1028.0    0.376     0.562         0.962  10618.0     8766.0        0.801787165              13643       61970.64   
837                 Wright State University-Lake Campus   307801       3       1028.0    0.349     0.430         0.962    639.0     9291.0        0.801787165              13643       61970.64   
838                                   Xavier University   314400       3       1111.0    0.174     0.560         0.716   4019.0     8430.0        0.907103825              20500       68472.80   
839                         Youngstown State University   314500       3        981.0    0.476     0.634         0.711  10619.0     7998.0        0.723458038              17500       51307.51   
840                                      Bacone College   314700       6        856.0    0.946     0.895         0.420    830.0     4085.0        0.619354839               9500       44521.89   
841                        Oklahoma Wesleyan University   315100       6        962.0    0.290     0.553         0.947    828.0     5633.0        0.777777778              16666       51169.37   
842                      University of Central Oklahoma   315200       6       1010.0    0.337     0.403         0.699  11790.0     6742.0        0.794041451              12000       54764.86   
843                             East Central University   315400       6        970.0    0.447     0.403         0.460   3260.0     5476.0        0.709774436              10254       40365.08   
844                                  Randall University  1026600       6        925.0    0.491     0.602         0.510    262.0     2633.0  PrivacySuppressed               6625       51563.32   
845                       Northeastern State University   316100       6        988.0    0.496     0.506         0.928   7186.0     6420.0         0.73099851              11873       45641.51   
846              Northwestern Oklahoma State University   316300       6        950.0    0.339     0.370         0.481   1722.0     4722.0        0.770547945               7500       45171.33   
847                       Oklahoma Christian University   316500       6       1118.0    0.283     0.531         0.591   1752.0     6079.0        0.901265823              15740       63431.55   
848                 Oklahoma Panhandle State University   317400       6        890.0    0.219     0.247         0.683   1183.0     3648.0        0.757894737               9448       48652.56   
849               Oklahoma State University-Main Campus   317000       6       1118.0    0.283     0.424         0.751  16574.0     8788.0        0.817677756              15000       55237.91   
850                         Oklahoma Baptist University   316400       6       1042.0    0.379     0.563         0.610   1993.0     6881.0        0.913385827              12500       59289.35   
851                            Oklahoma City University   316600       6       1126.0    0.200     0.463         0.702   1949.0     7187.0        0.820093458              18750       59190.63   
852                University of Oklahoma-Norman Campus   318400       6       1204.0    0.230     0.345         0.776  17771.0     9558.0        0.858777261              15000       59522.71   
853                             Oral Roberts University   398500       6       1009.0    0.438     0.594         0.640   3132.0     7241.0        0.786355476              22902       63453.08   
854                             Rogers State University   316800       6        830.0    0.458     0.453         0.818   2640.0     5707.0        0.708333333               7500       50487.79   
855          University of Science and Arts of Oklahoma   316700       6        999.0    0.432     0.471         0.660   1409.0     5515.0         0.73015873               9250       46710.02   
856              Southeastern Oklahoma State University   317900       6        970.0    0.458     0.429         0.722   3393.0     7025.0        0.760820046               9250       41386.98   
857                   Southwestern Christian University   318000       6        978.0    0.557     0.792         0.482    126.0     4793.0        0.695652174              12976       50467.00   
858              Southwestern Oklahoma State University   318100       6        990.0    0.357     0.629         0.916   4231.0     6654.0        0.829562594               9500       44610.73   
859                                 University of Tulsa   318500       6       1295.0    0.138     0.322         0.440   2874.0    10713.0        0.894607843              19500       62928.78   
860                       Concordia University-Portland   319100       8        995.0    0.425     0.673         0.506    924.0     8097.0        0.816666667              15303       63433.53   
861                           Eastern Oregon University   319300       8        951.0    0.467     0.527         0.973   2545.0     6342.0        0.717741936              15000       52895.14   
862                               George Fox University   319400       8       1089.0    0.323     0.656         0.766   1709.0     7489.0        0.831858407              17750       65616.22   
863                 Linfield College-McMinnville Campus   319800       8       1061.0    0.267     0.668         0.839   1534.0     6888.0        0.906976744              21500       64098.01   
864                      Northwest Christian University   320800       8        992.0    0.526     0.778         0.680    441.0     5178.0        0.784615385              16000       52696.79   
865                      Oregon Institute of Technology   321100       8       1047.0    0.321     0.448         0.570   2804.0     6978.0        0.882149047              16197       52974.70   
866                             Oregon State University   321000       8       1112.0    0.302     0.483         0.783  13766.0     9076.0        0.809540512              16500       60312.67   
867                                University of Oregon   322300       8       1119.0    0.251     0.382         0.742  14076.0     9536.0         0.75580222              17167       62294.90   
868                                  Pacific University   321200       8       1090.0    0.326     0.840         0.790   1096.0     7929.0        0.885869565              20000       64591.02   
869                           Portland State University   321600       8       1039.0    0.413     0.466         0.857  13625.0     8768.0        0.742928976              16406       62889.32   
870                              University of Portland   322400       8       1195.0    0.200     0.499         0.620   2512.0     7826.0        0.924528302              21250       67900.72   
871                                        Reed College   321700       8       1383.0    0.182     0.360         0.350   1366.0    10412.0        0.945606695              13875       71777.60   
872                          Southern Oregon University   321900       8       1029.0    0.383     0.475         0.952   4879.0     7416.0        0.646186441              15587       54749.32   
873                                   Corban University   133900       8       1066.0    0.405     0.715         0.305    696.0     5750.0        0.787234043              19500       61069.68   
874                               Willamette University   322700       8       1228.0    0.199     0.502         0.779   1749.0     9507.0        0.937321937              21000       68135.42   
875                           Western Oregon University   320900       8        946.0    0.465     0.793         0.878   4201.0     6254.0         0.73564753              16000       59410.15   
876                                  DeSales University   398600       2       1054.0    0.266     0.666         0.776   1869.0     6898.0  PrivacySuppressed              19000       69394.59   
877                                 Alvernia University   323300       2        998.0    0.398     0.825         0.743   1433.0     6806.0        0.776666667              23250       60334.44   
878                                  Arcadia University   323500       2       1104.0    0.341     0.769         0.593   1625.0     7845.0        0.847863248              20500       72830.78   
879               Bloomsburg University of Pennsylvania   331500       2        979.0    0.327     0.711         0.877   6843.0     8805.0        0.879634605              19000       60832.56   
880                                   Bryn Mawr College   323700       2       1346.0    0.161     0.377         0.385   1358.0    10588.0        0.881458967              23993       78969.24   
881                                 Bucknell University   323800       2       1315.0    0.109     0.376         0.248   3443.0    10761.0        0.952654232            26259.5       84046.30   
882               California University of Pennsylvania   331600       2        922.0    0.389     0.735         0.849   5003.0     9576.0        0.791322314              18200       51671.91   
883                                   Carlow University   330300       2        972.0    0.502     0.862         0.807   1631.0     6722.0        0.789099526              21050       52873.76   
884                          Carnegie Mellon University   324200       2       1448.0    0.130     0.364         0.237   5224.0     9961.0        0.962343096              25000       81652.61   
